Feature ID,Feature Name,Feature Class,Primary State,Primary County Name,Elevation (Meters),Elevation (Feet),USGS Map Name,Primary Point (Coordinates),Date Created,Date Edited
1994720,Surgical Consultants Center,Hospital,IA,Carroll,389,1276,Carroll East,POINT (-94.8669304 42.0555408),09/16/2003,
2002417,Lantern Park Nursing and Rehabilitation Center,Hospital,IA,Johnson,214,702,Iowa City West,POINT (-91.589059 41.6847374),09/26/2003,
2046957,Linn Manor Care Center,Hospital,IA,Linn,,,Marion,POINT (0 0),09/22/2004,
2047728,Altoona Family Care Center,Hospital,IA,Polk,275,902,Altoona,POINT (-93.4807688 41.6441556),10/04/2004,
1996662,Villa Cottages North Side,Hospital,IA,Webster,338,1109,Fort Dodge North,POINT (-94.1580153 42.5149694),09/16/2003,
2000743,Wheatland Manor,Hospital,IA,Clinton,218,715,Wheatland,POINT (-90.8340346 41.8339128),09/26/2003,
1995633,Correctionville Mercy Medical Center,Hospital,IA,Woodbury,345,1132,Correctionville,POINT (-95.7763981 42.4810996),09/16/2003,
1995262,Prairie Pediatrics Center,Hospital,IA,Woodbury,368,1207,Sergeant Bluff,POINT (-96.3733621 42.4638828),09/16/2003,
2000394,Newton Foot and Ankle Clinic,Hospital,IA,Jasper,292,958,Newton,POINT (-93.055198 41.7002684),09/26/2003,
1995122,River Valley Family Practice Center,Hospital,IA,Des Moines,211,692,West Burlington,POINT (-91.14264630000001 40.801428),09/16/2003,
1999804,Compass Memorial Healthcare Medical Center,Hospital,IA,Iowa,226,741,Marengo,POINT (-92.073472 41.8021394),09/26/2003,01/06/2020
1994715,Family Care Physicians Center,Hospital,IA,Carroll,389,1276,Carroll East,POINT (-94.8669304 42.0555408),09/16/2003,
2046950,Crestview Acres,Hospital,IA,Linn,256,840,Marion,POINT (-91.5943438 42.0361102),09/22/2004,
2001743,Monticello Nursing and Rehabilitation Center,Hospital,IA,Jones,253,830,Monticello,POINT (-91.1832052 42.2277801),09/26/2003,
2000286,Keystone Nurse Care Center,Hospital,IA,Benton,273,896,Keystone North,POINT (-92.19824 42.0027739),09/26/2003,
2000217,Vinton Family Practice Center,Hospital,IA,Benton,246,807,Vinton,POINT (-92.0285141 42.1538842),09/26/2003,
1994842,Exira Care Center,Hospital,IA,Audubon,378,1240,Exira West,POINT (-94.87803980000001 41.5860986),09/16/2003,
2047606,Pleasant Hill Family Practice,Hospital,IA,Polk,258,846,Des Moines SE,POINT (-93.510492 41.6011004),10/04/2004,
1997078,Southridge Nursing and Rehab Center,Hospital,IA,Marshall,297,974,Marshalltown,POINT (-92.9188104 42.0138772),09/16/2003,
2048662,West Des Moines Medical Clinic,Hospital,IA,Polk,297,974,Commerce,POINT (-93.7730008 41.5849891),10/04/2004,
2047621,Johnston Pediatrics Clinic,Hospital,IA,Polk,254,833,Des Moines NW,POINT (-93.6974431 41.6563775),10/04/2004,
1996511,Madrid Home,Hospital,IA,Boone,311,1020,Luther,POINT (-93.8277258 41.8783192),09/16/2003,
1982984,Black Hawk Life Care Center,Hospital,IA,Sac,382,1253,Lake View,POINT (-95.053324 42.30665),01/16/2003,
1999952,Hopkinton Family Medical Center,Hospital,IA,Delaware,262,860,Hopkinton East,POINT (-91.2487577 42.3438857),09/26/2003,
2000392,Family Foot Clinic of Newton,Hospital,IA,Jasper,292,958,Newton,POINT (-93.0557537 41.6997128),09/26/2003,
1999251,Abington on Grand Center,Hospital,IA,Story,289,948,Ames East,POINT (-93.6193844 42.0555412),09/26/2003,
2047764,Ankeny Medical Center,Hospital,IA,Polk,298,978,Des Moines NE,POINT (-93.6224407 41.7297102),10/04/2004,
2046803,Cedar Rapids Dermatology Center,Hospital,IA,Linn,219,718,Cedar Rapids South,POINT (-91.6582349 41.9722233),09/22/2004,
1994932,Gateway Care Facility,Hospital,IA,Des Moines,,,Sperry,POINT (0 0),09/16/2003,
1995112,North Hill Dermatology Office,Hospital,IA,Des Moines,202,663,Burlington,POINT (-91.1045897 40.8164279),09/16/2003,
1996668,Fort Dodge Veterans Administration Clinic,Hospital,IA,Webster,340,1115,Fort Dodge South,POINT (-94.1969062 42.4719145),09/16/2003,
1999250,Iowa Heart Center,Hospital,IA,Story,289,948,Ames East,POINT (-93.6199402 42.0347081),09/26/2003,
1996536,McFarland Clinic,Hospital,IA,Boone,335,1099,Ogden,POINT (-94.0316219 42.0391482),09/16/2003,
1983275,Sunnycrest Nursing Center,Hospital,IA,Tama,293,961,Dysart,POINT (-92.3112979 42.1694367),01/16/2003,
2046290,Fejervary Health Care Center,Hospital,IA,Scott,206,676,Davenport East,POINT (-90.5629141 41.5436436),09/22/2004,
2046101,La Porte City Nursing and Rehabilitation Center,Hospital,IA,Black Hawk,264,866,La Porte City,POINT (-92.202961 42.3219353),09/22/2004,
1995245,Siouxland Regional Cancer Center,Hospital,IA,Woodbury,335,1099,Sioux City South,POINT (-96.402807 42.49082750000001),09/16/2003,
1996796,Rock Vision Clinic,Hospital,IA,Webster,348,1142,Gowrie,POINT (-94.2907991 42.2805316),09/16/2003,
2000087,Buchanan County Health Center,Hospital,IA,Buchanan,292,958,Quasqueton,POINT (-91.8743233 42.4704689),09/26/2003,02/19/2019
1994853,Audubon Dental Center,Hospital,IA,Audubon,410,1345,Audubon,POINT (-94.9316535 41.7219309),09/16/2003,
2001745,Monticello Family Practice Center,Hospital,IA,Jones,249,817,Monticello,POINT (-91.1793159 42.2319466),09/26/2003,
2002304,University of Iowa Hospitals and Clinics,Hospital,IA,Johnson,221,725,Iowa City West,POINT (-91.547715 41.6583672),09/26/2003,12/30/2016
2046377,Trinity Medical Center North,Hospital,IA,Scott,209,686,Davenport East,POINT (-90.5890262 41.5591987),09/22/2004,
2000022,Winthrop Medical Clinic,Hospital,IA,Buchanan,319,1047,Winthrop,POINT (-91.7321104 42.4705413),09/26/2003,
1995240,Marion Health Center,Hospital,IA,Woodbury,362,1188,Sioux City South,POINT (-96.4003069 42.4969386),09/16/2003,
1999461,Story County Medical Center,Hospital,IA,Story,304,997,Nevada,POINT (-93.452907 42.017036),09/26/2003,09/21/2016
2552139,Regional Health Services of Howard County Medical Center,Hospital,IA,Howard,398,1306,Cresco NE,POINT (-92.1182098 43.3813972),04/07/2010,01/05/2020
2552141,Glenwood Resource Center,Hospital,IA,Mills,339,1112,Glenwood,POINT (-95.7358639 41.0392424),04/07/2010,05/02/2019
2047528,Sports Medicine Center,Hospital,IA,Polk,269,883,Des Moines NW,POINT (-93.6968875 41.6444331),10/04/2004,
2001638,University of Iowa Health Care Center,Hospital,IA,Cedar,220,722,Lowden,POINT (-90.928482 41.8575216),09/26/2003,
2046177,Evansdale Family Practice Center,Hospital,IA,Black Hawk,256,840,Waterloo South,POINT (-92.28351700000002 42.4763763),09/22/2004,
2000924,Orthopaedic Specialists Center,Hospital,IA,Jackson,217,712,Maquoketa,POINT (-90.6731915 42.0722419),09/26/2003,
2000119,Jesup Clinic,Hospital,IA,Buchanan,291,955,Jesup,POINT (-92.0568439 42.4677654),09/26/2003,
2048478,Mid Iowa Diagnostic Services Center,Hospital,IA,Polk,273,896,Des Moines SW,POINT (-93.6329961 41.5894336),10/04/2004,
2046790,Physicians Clinic of Iowa,Hospital,IA,Linn,228,748,Cedar Rapids South,POINT (-91.6585128 41.9805563),09/22/2004,
2046296,Davenport Good Samaritan Center,Hospital,IA,Scott,218,715,Davenport East,POINT (-90.6248606 41.5261431),09/22/2004,
2047530,McFarland Clinic,Hospital,IA,Polk,266,873,Des Moines SW,POINT (-93.7360553 41.6216555),10/04/2004,
2000799,Westwing Place Nursing Home,Hospital,IA,Clinton,214,702,De Witt,POINT (-90.5473586 41.826695),09/26/2003,
1999666,Colfax Family Care Associates Center,Hospital,IA,Jasper,246,807,Colfax,POINT (-93.2443717 41.6777666),09/26/2003,
1994930,Heartland Foot Care Center,Hospital,IA,Des Moines,214,702,West Burlington,POINT (-91.1557023 40.8128166),09/16/2003,
1999369,Bethany Manor,Hospital,IA,Story,303,994,Story City,POINT (-93.5918823 42.1822063),09/26/2003,
2000961,Medical Associates Clinic,Hospital,IA,Jackson,193,633,Bellevue,POINT (-90.4376284 42.2555715),09/26/2003,
2000315,Belle Plaine Care Center,Hospital,IA,Benton,259,850,Belle Plaine,POINT (-92.2651847 41.8994418),09/26/2003,
1994974,Burlington Medical Center,Hospital,IA,Des Moines,176,577,Burlington,POINT (-91.10153410000001 40.8133723),09/16/2003,
2046286,Aras Family Clinic,Hospital,IA,Scott,209,686,Davenport East,POINT (-90.5890262 41.5591987),09/22/2004,
1996902,Webster City Medical Clinic,Hospital,IA,Hamilton,332,1089,Webster City,POINT (-93.8413331 42.4633069),09/16/2003,
2046030,Cedar Falls Lutheran Home,Hospital,IA,Black Hawk,267,876,Cedar Falls,POINT (-92.4487991 42.5110957),09/22/2004,
2046281,Family Medical Center,Hospital,IA,Scott,206,676,Davenport East,POINT (-90.5945818 41.5444765),09/22/2004,
1996425,Boone County Hospital,Hospital,IA,Boone,352,1155,Boone West,POINT (-93.8770904 42.0559575),09/16/2003,04/30/2020
2046453,Asthma Allergy Clinic,Hospital,IA,Scott,208,682,Silvis,POINT (-90.4829112 41.5628109),09/22/2004,
1995282,Siouxland Internal Medicine Center,Hospital,IA,Woodbury,336,1102,Sioux City South,POINT (-96.4033626 42.4941609),09/16/2003,
2046438,Bettendorf Family Practice,Hospital,IA,Scott,209,686,Davenport East,POINT (-90.52013460000002 41.536422),09/22/2004,
2048549,Blank Children's Hospital,Hospital,IA,Polk,269,883,Des Moines SW,POINT (-93.6329961 41.589156),10/04/2004,
1997644,Eldora Community Hospital,Hospital,IA,Hardin,317,1040,Eldora,POINT (-93.1146466 42.359705),09/16/2003,
2000386,Careage of Newton,Hospital,IA,Jasper,276,906,Newton,POINT (-93.0757546 41.6805463),09/26/2003,
1995260,Siouxland Surgical Care Center,Hospital,IA,Woodbury,390,1280,Sioux City North,POINT (-96.4041958 42.5186052),09/16/2003,
2046955,Residential Care Facility,Hospital,IA,Linn,265,869,Marion,POINT (-91.5846188 42.0938862),09/22/2004,
2046284,Mississippi Medical Plaza,Hospital,IA,Scott,199,653,Davenport East,POINT (-90.524024 41.5722549),09/22/2004,
2047626,Mercy Johnston Medical Clinic,Hospital,IA,Polk,282,925,Des Moines NW,POINT (-93.7363334 41.6624885),10/04/2004,
1995241,Marion Behavioral Medicine Center,Hospital,IA,Woodbury,362,1188,Sioux City South,POINT (-96.4003069 42.4969386),09/16/2003,
2000529,Muscatine Care Center,Hospital,IA,Muscatine,200,656,Muscatine,POINT (-91.0657059 41.4355837),09/26/2003,
2047607,Merry Pleasant Hill Medical Clinic,Hospital,IA,Polk,274,899,Des Moines SE,POINT (-93.509103 41.5986004),10/04/2004,
2552144,UnityPoint Health - Trinity Muscatine,Hospital,IA,Muscatine,196,643,Muscatine,POINT (-91.0546756 41.4331506),04/07/2010,09/22/2016
2047525,Access Foot Care,Hospital,IA,Polk,289,948,Des Moines NW,POINT (-93.7210548 41.629711),10/04/2004,
1982794,Family Practice Specialists Center,Hospital,IA,Crawford,383,1257,Denison,POINT (-95.3419421 42.0152657),01/16/2003,
1983221,Sunny Hill Care Center,Hospital,IA,Tama,278,912,Tama,POINT (-92.58074830000001 41.9763805),01/16/2003,
1995111,Burlington Care Center,Hospital,IA,Des Moines,211,692,Burlington,POINT (-91.1029228 40.77837300000001),09/16/2003,
1994713,Saint Anthony Nursing Home,Hospital,IA,Carroll,397,1302,Carroll East,POINT (-94.8660969 42.0566519),09/16/2003,
2001617,Mechanicsville Family Practice Center,Hospital,IA,Cedar,282,925,Mechanicsville,POINT (-91.2551623 41.905013),09/26/2003,
2000561,Simpson Memorial Home,Hospital,IA,Muscatine,207,679,West Liberty,POINT (-91.2584917 41.5778009),09/26/2003,
1994975,Child Health Specialty Clinic,Hospital,IA,Des Moines,192,630,Burlington,POINT (-91.1026452 40.8133723),09/16/2003,
1996672,Trimark Physician Group Center,Hospital,IA,Webster,340,1115,Fort Dodge South,POINT (-94.1969062 42.4719145),09/16/2003,
2002126,Iowa Health Physicians Center,Hospital,IA,Black Hawk,278,912,Hudson,POINT (-92.38352 42.4691529),09/26/2003,
2001159,Child Health Specialty Clinic,Hospital,IA,Dubuque,267,876,Dubuque North,POINT (-90.72179390000001 42.5108354),09/26/2003,
1996317,Perry Health Care Center,Hospital,IA,Dallas,303,994,Perry,POINT (-94.0863457 41.8347076),09/16/2003,
2046798,Cedar Rapids Free Medical Clinic,Hospital,IA,Linn,228,748,Cedar Rapids South,POINT (-91.65156810000002 41.9736122),09/22/2004,
2001154,Dubuque Internal Medicine Center,Hospital,IA,Dubuque,275,902,Dubuque South,POINT (-90.6862385 42.4966695),09/26/2003,
2047652,Grimes Family Care Center,Hospital,IA,Polk,288,945,Grimes,POINT (-93.7882797 41.688877000000005),10/04/2004,
2046531,River Valley Health Care,Hospital,IA,Scott,244,801,Eldridge,POINT (-90.5848601 41.6575308),09/22/2004,
1995124,Sterling House,Hospital,IA,Des Moines,213,699,West Burlington,POINT (-91.14264630000001 40.8000391),09/16/2003,
1997153,State Center Manor,Hospital,IA,Marshall,326,1070,State Center,POINT (-93.1729812 42.0180433),09/16/2003,
2046025,Cedar Valley Family Medicine Center,Hospital,IA,Black Hawk,282,925,Cedar Falls,POINT (-92.4254652 42.5060961),09/22/2004,
1996675,Fort Dodge Headache and Pain Clinic,Hospital,IA,Webster,341,1119,Fort Dodge North,POINT (-94.1780163 42.5085805),09/16/2003,
2768557,Hansen Family Hospital,Hospital,IA,Hardin,344,1129,Iowa Falls West,POINT (-93.2608107 42.5007332),08/24/2015,09/23/2016
2048472,Broadlawns Medical Center,Hospital,IA,Polk,261,856,Des Moines SE,POINT (-93.5966059 41.5638784),10/04/2004,
1995269,Hallmark Care Center,Hospital,IA,Woodbury,359,1178,James,POINT (-96.3744728 42.5358271),09/16/2003,
1995927,Greene County Medical Center,Hospital,IA,Greene,329,1079,Jefferson West,POINT (-94.38907620000002 42.015911300000006),09/16/2003,10/12/2017
2047789,Iowa Orthopaedic Center,Hospital,IA,Polk,284,932,Commerce,POINT (-93.7746675 41.6047111),10/04/2004,
1982911,Family Eye Care Center,Hospital,IA,Sac,372,1220,Sac City East,POINT (-94.9908221 42.4208144),01/16/2003,
1995275,Harvest Morningside Nursing and Rehabilitation Center,Hospital,IA,Woodbury,390,1280,Sergeant Bluff,POINT (-96.3436391 42.4486046),09/16/2003,
2046024,Western Homes Center,Hospital,IA,Black Hawk,266,873,Cedar Falls,POINT (-92.4410208 42.5291511),09/22/2004,
2002286,Iowa City Heart Center,Hospital,IA,Johnson,204,669,Iowa City West,POINT (-91.5257238 41.662516700000005),09/26/2003,
2048557,Mercy Pain Center,Hospital,IA,Polk,270,886,Des Moines SE,POINT (-93.6235513 41.5994336),10/04/2004,
1994656,Family Healthcare Center,Hospital,IA,Carroll,418,1371,Manning,POINT (-95.0641584 41.9083194),09/16/2003,
2002116,Parkview Nursing and Rehabilitation Center,Hospital,IA,Black Hawk,263,863,Hudson,POINT (-92.3810198 42.4797082),09/26/2003,
2048473,Genesis Senior Living Center,Hospital,IA,Polk,290,951,Des Moines SW,POINT (-93.6260512 41.533323100000004),10/04/2004,
2000680,Total Foot Care Center,Hospital,IA,Clinton,205,673,Clinton,POINT (-90.19568280000001 41.8591956),09/26/2003,
1995853,Rock Vision Clinic,Hospital,IA,Calhoun,377,1237,Lake City,POINT (-94.7197032 42.266927),09/16/2003,
1994688,CR Family Dentistry Center,Hospital,IA,Carroll,357,1171,Coon Rapids South,POINT (-94.6760897 41.871097),09/16/2003,
2047762,Ankeny Clinic,Hospital,IA,Polk,290,951,Des Moines NE,POINT (-93.599662 41.73915470000001),10/04/2004,
2046282,Genesis Diabetes Care Center,Hospital,IA,Scott,206,676,Davenport East,POINT (-90.5945818 41.5444765),09/22/2004,
1994728,Iowa Eye Institute,Hospital,IA,Carroll,386,1266,Carroll East,POINT (-94.8702638 42.066374),09/16/2003,
2046953,Marion Family Practice Center,Hospital,IA,Linn,256,840,Marion,POINT (-91.5743432 42.0380548),09/22/2004,
2047624,Methodist Lutheran Physicians,Hospital,IA,Polk,252,827,Des Moines NW,POINT (-93.7016099 41.6638774),10/04/2004,
2002303,Childrens Hospital of Iowa,Hospital,IA,Johnson,220,722,Iowa City West,POINT (-91.5476686 41.6614052),09/26/2003,
2001637,Lowden Family Medical Clinic,Hospital,IA,Cedar,220,722,Lowden,POINT (-90.928482 41.8575216),09/26/2003,
2048663,Fountain West Health Care Center,Hospital,IA,Polk,267,876,Des Moines SW,POINT (-93.7252215 41.5924891),10/04/2004,
1995258,Prairie Pediatrics Center,Hospital,IA,Woodbury,390,1280,Sioux City North,POINT (-96.4041958 42.5186052),09/16/2003,
1996376,Adel Clinic,Hospital,IA,Dallas,271,889,Adel,POINT (-94.0177309 41.6185992),09/16/2003,
2000086,East Towne Care Center,Hospital,IA,Buchanan,292,958,Quasqueton,POINT (-91.874338 42.4722087),09/26/2003,
1997646,Valley View Nursing Center,Hospital,IA,Hardin,321,1053,Eldora,POINT (-93.1135355 42.3583161),09/16/2003,
1994852,Family Health Care Center,Hospital,IA,Audubon,404,1325,Audubon,POINT (-94.9377648 41.7155422),09/16/2003,
1995278,Sioux City Allergy and Asthma Center,Hospital,IA,Woodbury,367,1204,Sergeant Bluff,POINT (-96.356695 42.4497158),09/16/2003,
1995266,Cardiovascular Associates Center,Hospital,IA,Woodbury,355,1165,Sioux City North,POINT (-96.4064179 42.5441607),09/16/2003,
1995251,Westwood Nursing and Rehabilitation Center,Hospital,IA,Woodbury,350,1148,Sioux City North,POINT (-96.4183627 42.5238831),09/16/2003,
1983252,Westbrook Acres Nursing Home,Hospital,IA,Tama,314,1030,Gladbrook,POINT (-92.7207547 42.1827647),01/16/2003,
1996066,Panora Family Dentistry Center,Hospital,IA,Guthrie,322,1056,Panora,POINT (-94.3563545 41.6919312),09/16/2003,
2552142,Mercy Medical Center New Hampton,Hospital,IA,Chickasaw,353,1158,New Hampton,POINT (-92.3215031 43.0625495),04/07/2010,11/20/2017
2048671,West Des Moines Family Physicians Center,Hospital,IA,Polk,286,938,Commerce,POINT (-93.7510556 41.585267),10/04/2004,
1994719,McFarland Clinic,Hospital,IA,Carroll,389,1276,Carroll East,POINT (-94.8669304 42.0555408),09/16/2003,
1996971,McFarland Clinic,Hospital,IA,Hamilton,323,1060,Jewell,POINT (-93.6402159 42.3091477),09/16/2003,
1996665,Trinity Regional Medical Center,Hospital,IA,Webster,329,1079,Fort Dodge South,POINT (-94.1925659 42.4924508),09/16/2003,05/20/2017
2047527,Valley Foot and Medical Clinic,Hospital,IA,Polk,291,955,Des Moines SW,POINT (-93.7357776 41.6149889),10/04/2004,
2046806,Heritage Nursing and Rehabilitation Center,Hospital,IA,Linn,258,846,Cedar Rapids South,POINT (-91.7229584 41.9666674),09/22/2004,
2001149,University of Iowa Health Care Center,Hospital,IA,Dubuque,275,902,Dubuque South,POINT (-90.6862385 42.4966695),09/26/2003,
1996120,Bayard Medical Clinic,Hospital,IA,Guthrie,346,1135,Bayard,POINT (-94.5583076 41.85193),09/16/2003,
1999803,Marengo Medical Center,Hospital,IA,Iowa,224,735,Marengo,POINT (-92.07240320000001 41.8025036),09/26/2003,
2001817,Maquoketa Medical Associates Center,Hospital,IA,Jones,248,814,Wyoming West,POINT (-91.0012587 42.059458),09/26/2003,
2048468,Jim Ellefson Free Medical Clinic,Hospital,IA,Polk,247,810,Des Moines SE,POINT (-93.5646604 41.6061003),10/04/2004,
2046029,Windsor Nursing and Rehabilitation Center,Hospital,IA,Black Hawk,298,978,Cedar Falls,POINT (-92.472966 42.5380394),09/22/2004,
2001368,Dyersville Family Practice Center,Hospital,IA,Dubuque,289,948,Dyersville West,POINT (-91.1281918 42.4772183),09/26/2003,
2047793,Des Moines OBGYN Specialists,Hospital,IA,Polk,284,932,Commerce,POINT (-93.7746675 41.6047111),10/04/2004,
2552138,Select Specialty Hospital,Hospital,IA,Scott,209,686,Davenport East,POINT (-90.5889369 41.5592575),04/07/2010,12/09/2016
1996320,Perry Family Practice Center,Hospital,IA,Dallas,302,991,Perry,POINT (-94.0938459 41.8335965),09/16/2003,
2000393,Nelson Manor Nursing Home,Hospital,IA,Jasper,287,942,Newton,POINT (-93.034364 41.6997131),09/26/2003,
2046784,Saint Lukes Physicians and Clinics Center,Hospital,IA,Linn,235,771,Cedar Rapids South,POINT (-91.6615686 41.9833338),09/22/2004,
2048477,Iowa Jewish Senior Life Center,Hospital,IA,Polk,287,942,Des Moines SW,POINT (-93.68272 41.5924892),10/04/2004,
2001155,Medical Associates Clinic,Hospital,IA,Dubuque,250,820,Dubuque South,POINT (-90.6745719 42.4922252),09/26/2003,
2002503,Lone Tree Family Practice Center,Hospital,IA,Johnson,224,735,Lone Tree,POINT (-91.425994 41.4869663),09/26/2003,
2002422,Town Square Dental Care Center,Hospital,IA,Johnson,207,679,Iowa City West,POINT (-91.5785029 41.6750156),09/26/2003,
1995849,Shady Oaks Center,Hospital,IA,Calhoun,368,1207,Yetter,POINT (-94.7508154 42.2644274),09/16/2003,
1996903,Family Practice Clinic,Hospital,IA,Hamilton,319,1047,Webster City,POINT (-93.8191098 42.4671962),09/16/2003,
2002130,Northeast Iowa Family Practice Center,Hospital,IA,Black Hawk,288,945,Waterloo South,POINT (-92.3557414 42.4708198),09/26/2003,
1995123,Park View Care Center,Hospital,IA,Des Moines,208,682,Burlington,POINT (-91.1057007 40.779484),09/16/2003,
1996175,Eye Care Associates Center,Hospital,IA,Adair,366,1201,Stuart South,POINT (-94.314129 41.4972103),09/16/2003,
2000316,Saint Luke's Physicians Clinic,Hospital,IA,Benton,246,807,Belle Plaine,POINT (-92.2771293 41.8947195),09/26/2003,
1983446,Conrad Clinic,Hospital,IA,Grundy,307,1007,Conrad East,POINT (-92.8729788 42.2247077),01/16/2003,
2002293,Greenwood Manor Convalescent Home,Hospital,IA,Johnson,213,699,Iowa City West,POINT (-91.5473906 41.6525165),09/26/2003,
1996424,Centre for Obstetrics and Gynecology,Hospital,IA,Boone,352,1155,Boone West,POINT (-93.8782828 42.0560937),09/16/2003,
2001768,Jones Regional Medical Center,Hospital,IA,Jones,269,883,Anamosa,POINT (-91.2880451 42.1128738),09/26/2003,08/27/2015
1995239,MercyOne Siouxland Medical Center,Hospital,IA,Woodbury,347,1138,Sioux City South,POINT (-96.4003433 42.495818),09/16/2003,04/05/2019
2047605,Parkridge Nursing and Rehab Center,Hospital,IA,Polk,243,797,Des Moines SE,POINT (-93.5210478 41.5813783),10/04/2004,
1999252,Green Hills Health Center,Hospital,IA,Story,299,981,Ames West,POINT (-93.6502194 42.0022083),09/26/2003,
1995692,Iowa Radiology Consultants Center,Hospital,IA,Carroll,386,1266,Carroll East,POINT (-94.8641525 42.0555408),09/16/2003,
2046802,Family Practice Center,Hospital,IA,Linn,223,732,Cedar Rapids South,POINT (-91.6579572 41.9755566),09/22/2004,
2047761,Iowa Orthopaedic Center,Hospital,IA,Polk,293,961,Des Moines NE,POINT (-93.599662 41.734988),10/04/2004,
1995113,Allergy and Asthma Clinic,Hospital,IA,Des Moines,200,656,Burlington,POINT (-91.1051453 40.8136501),09/16/2003,
1996815,SMCH Community Clinic,Hospital,IA,Webster,344,1129,Lehigh,POINT (-94.0696783 42.2613645),09/16/2003,
1996669,Mid Iowa Pediatrics Center,Hospital,IA,Webster,340,1115,Fort Dodge South,POINT (-94.1969062 42.4719145),09/16/2003,
1996537,Ogden Care Nursing Home,Hospital,IA,Boone,335,1099,Ogden,POINT (-94.0191214 42.03720380000001),09/16/2003,
2048563,Mercy Franklin Center,Hospital,IA,Polk,295,968,Des Moines SW,POINT (-93.68345360000002 41.6107358),10/04/2004,09/21/2016
1995261,Injury Care Clinic,Hospital,IA,Woodbury,341,1119,Sioux City North,POINT (-96.4183628 42.5113832),09/16/2003,
1995804,Rhodes Clinic,Hospital,IA,Calhoun,380,1247,Pomeroy,POINT (-94.6835909 42.5527552),09/16/2003,
2048509,Mercy Capital Hospital,Hospital,IA,Polk,272,892,Des Moines SE,POINT (-93.6021553 41.5941109),10/04/2004,07/16/2019
1995246,Siouxland Hematology/Oncology Center,Hospital,IA,Woodbury,335,1099,Sioux City South,POINT (-96.402807 42.49082750000001),09/16/2003,
1996124,Bayard Nursing and Rehabilitation Center,Hospital,IA,Guthrie,336,1102,Bayard,POINT (-94.5621965 41.8505412),09/16/2003,
1941341,Gunderson Clinic - Decorah,Hospital,IA,Winneshiek,266,873,Decorah,POINT (-91.7723752 43.2946949),10/23/2001,
1907145,Millies Rest Home,Hospital,IA,O'Brien,435,1427,Sutherland East,POINT (-95.48945 42.9719213),05/07/2001,
458999,Mercy Medical Center Dubuque,Hospital,IA,Dubuque,255,837,Dubuque South,POINT (-90.67513330000001 42.4926942),01/01/2000,01/05/2020
1968684,Dental Care of Red Oak,Hospital,IA,Montgomery,317,1040,Red Oak North,POINT (-95.2277689 41.008881900000006),01/15/2003,
1981264,West Point Care Center,Hospital,IA,Lee,233,764,West Point,POINT (-91.4501542 40.716703900000006),01/16/2003,
1907123,Sweeney Chiropractic Clinic,Hospital,IA,O'Brien,444,1457,Hartley,POINT (-95.4711177 43.1852502),05/07/2001,
1949362,Walnut Medical Center,Hospital,IA,Pottawattamie,402,1319,Walnut,POINT (-95.2219405 41.476101),01/31/2002,
1907013,Sheldon Family Practice Association,Hospital,IA,O'Brien,437,1434,Sheldon,POINT (-95.8464053 43.1869223),05/07/2001,
1945009,West Union Eye Clinic,Hospital,IA,Fayette,358,1175,West Union,POINT (-91.8057166 42.9613675),10/24/2001,
1968683,Red Oak Chiropractic Office,Hospital,IA,Montgomery,315,1033,Red Oak North,POINT (-95.2336025 41.0177708),01/15/2003,
1925659,Lake Mills Care Center,Hospital,IA,Winnebago,386,1266,Lake Mills,POINT (-93.5293789 43.4105102),06/15/2001,
1969404,Crain Medical Clinic,Hospital,IA,Ringgold,374,1227,Mount Ayr,POINT (-94.237732 40.7161036),01/15/2003,
1925928,Britt Medical Clinic,Hospital,IA,Hancock,373,1224,Britt,POINT (-93.8079989 43.0982955),06/15/2001,
1907674,Klemme Chiropractic Clinic,Hospital,IA,Dickinson,438,1437,Milford,POINT (-95.1480515 43.3330195),05/07/2001,
1906837,Iowa Eye Institute,Hospital,IA,Plymouth,376,1234,Le Mars,POINT (-96.1625222 42.79249),05/07/2001,
1944528,Belmond Health Care Center,Hospital,IA,Wright,363,1191,Belmond,POINT (-93.6029876 42.8527465),10/24/2001,
461467,Covenant Medical Center,Hospital,IA,Black Hawk,287,942,Waterloo South,POINT (-92.3554636 42.4702644),01/01/2000,
1906688,Rapids Chiropractic Clinic,Hospital,IA,Lyon,420,1378,Rock Rapids,POINT (-96.1744708 43.4227502),05/07/2001,
1925763,Iowa Eye Institute,Hospital,IA,Buena Vista,436,1430,Storm Lake,POINT (-95.2044401 42.6447025),06/15/2001,
1925720,Buffalo Center Chiropractic,Hospital,IA,Winnebago,364,1194,Buffalo Center,POINT (-93.9460637 43.3860687),06/15/2001,
1982707,Saint Anthony Medical Clinic,Hospital,IA,Crawford,407,1335,Arcadia,POINT (-95.1011035 42.0763746),01/16/2003,
1907320,Sibley Eye Care Center,Hospital,IA,Osceola,463,1519,Sibley West,POINT (-95.7508493 43.3996915),05/07/2001,
1925698,Good Samaritan Center,Hospital,IA,Winnebago,387,1270,Forest City,POINT (-93.6402148 43.2582893),06/15/2001,
1925383,Fonda Medical Clinic,Hospital,IA,Pocahontas,375,1230,Fonda,POINT (-94.8463735 42.5805335),06/15/2001,
1949895,Hamburg Dental Center,Hospital,IA,Fremont,280,919,Hamburg,POINT (-95.6574933 40.605557000000005),01/31/2002,
